Название,Цена,Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м.),Сотки,Дата,Просмотрено
Отдельный дом · 4 комнаты · 230 м² · 7 сот.,170000000,Алматы,,2006.0,4,230.0,7,20 нояб.,177
Отдельный дом · 6 комнат · 104 м² · 12.42 сот.,160000000,Алматы,,1961.0,6,104.0,12.42,20 нояб.,341
Отдельный дом · 5 комнат · 120 м² ·,28000000,Алматы,,1956.0,5,120.0,,20 нояб.,21046
Дача · 4 комнаты · 170 м² · 6 сот.,15500000,Алматы,,1980.0,4,170.0,6,20 нояб.,2465
Отдельный дом · 4 комнаты · 150 м² · 12 сот.,200000000,Алматы,,2007.0,4,150.0,12,20 нояб.,1980
Часть дома · 4 комнаты · 145 м² · 2 сот.,32000000,Алматы,,1971.0,4,145.0,2,20 нояб.,621
Дача · 4 комнаты · 48 м² · 6 сот.,15500000,Алматы,,2009.0,4,48.0,6,20 нояб.,107
Часть дома · 5 комнат · 100 м² · 14.35 сот.,70000000,Алматы,,1997.0,5,100.0,14.35,20 нояб.,536
Отдельный дом · 13 комнат · 326.8 м² · 4.95 сот.,79000000,Алматы,,2015.0,13,326.8,4.95,20 нояб.,39
Отдельный дом · 5 комнат · 220 м² · 5.5 сот.,120000000,Алматы,,2011.0,5,220.0,5.5,20 нояб.,220
Часть дома · 6 комнат · 120 м² · 11 сот.,60000000,Алматы,,1986.0,6,120.0,11,20 нояб.,83
Отдельный дом · 6 комнат · 185 м² · 6 сот.,72000000,Алматы,,1982.0,6,185.0,6,20 нояб.,9278
Отдельный дом · 7 комнат · 450 м² · 6.5 сот.,180000000,Алматы,,2022.0,7,450.0,6.5,20 нояб.,474
Отдельный дом · 6 комнат · 257 м² · 7 сот.,105000000,Алматы,,2022.0,6,257.0,7,20 нояб.,605
Отдельный дом · 5 комнат · 121 м² · 2.5 сот.,47000000,Алматы,,2010.0,5,121.0,2.5,20 нояб.,6821
Отдельный дом · 4 комнаты · 100 м² · 8.3 сот.,265000000,Алматы,,1980.0,4,100.0,8.3,20 нояб.,236
Отдельный дом · 7 комнат · 260 м² · 14 сот.,68900000,Алматы,,1985.0,7,260.0,14,20 нояб.,20996
Отдельный дом · 9 комнат · 520 м² · 9 сот.,145000000,Алматы,,2011.0,9,520.0,9,20 нояб.,7355
Отдельный дом · 7 комнат · 400 м² · 5.2 сот.,160000000,Алматы,,2000.0,7,400.0,5.2,20 нояб.,100
Отдельный дом · 8 комнат · 320 м² · 12 сот.,98000000,Алматы,,1970.0,8,320.0,12,20 нояб.,45
Отдельный дом · 4 комнаты · 202 м² · 8 сот.,65000000,Алматы,,2019.0,4,202.0,8,20 нояб.,274
Отдельный дом · 2 комнаты · 80 м² · 3.1 сот.,25000000,Алматы,,2011.0,2,80.0,3.1,20 нояб.,1183
Отдельный дом · 7 комнат · 240 м² · 14 сот.,130000000,Алматы,,2006.0,7,240.0,14,20 нояб.,1490
Отдельный дом · 8 комнат · 330 м² · 6.2 сот.,91000000,Алматы,,2009.0,8,330.0,6.2,20 нояб.,8034
Отдельный дом · 5 комнат · 140.9 м² · 10 сот.,100000000,Алматы,,1981.0,5,140.9,10,20 нояб.,6001
Отдельный дом · 4 комнаты · 64 м² · 5.63 сот.,50000000,Алматы,,2005.0,4,64.0,5.63,20 нояб.,1618
Отдельный дом · 7 комнат · 345 м² · 5 сот.,210000000,Алматы,,2024.0,7,345.0,5,20 нояб.,53
Отдельный дом · 8 комнат · 200 м² · 7 сот.,140000000,Алматы,,2007.0,8,200.0,7,20 нояб.,10346
Отдельный дом · 3 комнаты · 85 м² · 6 сот.,48000000,Алматы,,2023.0,3,85.0,6,20 нояб.,666
Дача · 2 комнаты · 25 м² · 9.4 сот.,12000000,Алматы,,1988.0,2,25.0,9.4,20 нояб.,224
Дача · 6 комнат · 480 м² · 6 сот.,65000000,Алматы,,2022.0,6,480.0,6,20 нояб.,371
Отдельный дом · 8 комнат · 870 м² · 55 сот.,789000000,Алматы,,,8,870.0,55,20 нояб.,21210
Отдельный дом · 5 комнат · 285 м² · 6.35 сот.,220000000,Алматы,,2015.0,5,285.0,6.35,20 нояб.,89
Отдельный дом · 2 комнаты · 53 м² · 5.7 сот.,20000000,Алматы,,2017.0,2,53.0,5.7,20 нояб.,749
Отдельный дом · 4 комнаты · 140 м² · 65 сот.,60000000,Алматы,,1999.0,4,140.0,65,20 нояб.,111
Отдельный дом · 20 комнат · 1760 м² · 46 сот.,1200000000,Алматы,,2008.0,20,1760.0,46,20 нояб.,6160
Отдельный дом · 5 комнат · 450 м² · 10 сот.,180000000,Алматы,,2017.0,5,450.0,10,20 нояб.,11632
Отдельный дом · 10 комнат · 1820 м² · 36 сот.,1575000000,Алматы,,2023.0,10,1820.0,36,20 нояб.,4933
Отдельный дом · 2 комнаты · 42 м² · 4.5 сот.,31000000,Алматы,,1986.0,2,42.0,4.5,20 нояб.,3726
Дача · 7 комнат · 160 м² · 9 сот.,40000000,Алматы,,2011.0,7,160.0,9,20 нояб.,1702
Отдельный дом · 8 комнат · 500 м² · 13 сот.,199000000,Алматы,,2015.0,8,500.0,13,20 нояб.,25
Дача · 2 комнаты · 33 м² · 7 сот.,26000000,Алматы,,,2,33.0,7,20 нояб.,651
Дача · 3 комнаты · 99 м² · 14 сот.,82000000,Алматы,,2001.0,3,99.0,14,20 нояб.,131
Отдельный дом · 3 комнаты · 38 м² · 7 сот.,13900000,Алматы,,,3,38.0,7,20 нояб.,1947
Отдельный дом · 8 комнат · 400 м² · 15 сот.,135000000,Алматы,,2000.0,8,400.0,15,20 нояб.,3240
Отдельный дом · 5 комнат · 162 м² · 2 сот.,89000000,Алматы,,2023.0,5,162.0,2,20 нояб.,6302
Отдельный дом · 5 комнат · 134.6 м² · 7 сот.,90000000,Алматы,,2006.0,5,134.6,7,20 нояб.,3925
Отдельный дом · 3 комнаты · 80 м² · 4.2 сот.,40000000,Алматы,,2003.0,3,80.0,4.2,20 нояб.,1204
Отдельный дом · 5 комнат · 250 м² · 20 сот.,65000000,Алматы,,1987.0,5,250.0,20,20 нояб.,2094
Отдельный дом · 8 комнат · 700 м² · 12 сот.,527000000,Алматы,,2020.0,8,700.0,12,20 нояб.,1457
Отдельный дом · 10 комнат · 850 м² · 75 сот.,1115000000,Алматы,,2014.0,10,850.0,75,20 нояб.,311
Отдельный дом · 6 комнат · 216 м² · 7.1 сот.,80000000,Алматы,,2020.0,6,216.0,7.1,20 нояб.,11502
Отдельный дом · 4 комнаты · 68 м² · 4490 сот.,55000000,Алматы,,,4,68.0,4490,20 нояб.,464
Отдельный дом · 6 комнат · 380 м² · 9 сот.,395000000,Алматы,,2021.0,6,380.0,9,20 нояб.,292
Отдельный дом · 6 комнат · 299 м² · 7.5 сот.,99000000,Алматы,,2000.0,6,299.0,7.5,20 нояб.,705
Отдельный дом · 6 комнат · 470 м² · 19 сот.,510000000,Алматы,,2006.0,6,470.0,19,20 нояб.,127
Отдельный дом · 6 комнат · 430 м² · 4.8 сот.,100000000,Алматы,,1996.0,6,430.0,4.8,20 нояб.,469
Дача · 3 комнаты · 40 м² · 6 сот.,22000000,Алматы,,,3,40.0,6,20 нояб.,36983
Часть дома · 3 комнаты · 72 м² · 2.7 сот.,35000000,Алматы,,1956.0,3,72.0,2.7,20 нояб.,5707
Отдельный дом · 7 комнат · 238 м² · 15 сот.,180000000,Алматы,,2006.0,7,238.0,15,20 нояб.,4526
Часть дома · 5 комнат · 83 м² · 5.6 сот.,40000000,Алматы,,1980.0,5,83.0,5.6,20 нояб.,9828
Отдельный дом · 3 комнаты · 30 м² · 6 сот.,42500000,Алматы,,,3,30.0,6,20 нояб.,1853
Отдельный дом · 5 комнат · 140 м² ·,75000000,Алматы,,2000.0,5,140.0,,20 нояб.,1092
Отдельный дом · 3 комнаты · 78.7 м² · 2.71 сот.,33000000,Алматы,,2004.0,3,78.7,2.71,20 нояб.,36848
Отдельный дом · 3 комнаты · 116 м² · 8 сот.,110000000,Алматы,,2002.0,3,116.0,8,20 нояб.,143
Отдельный дом · 3 комнаты · 125 м² · 10 сот.,108000000,Алматы,,2002.0,3,125.0,10,20 нояб.,51
Отдельный дом · 5 комнат · 99.4 м² · 2.5 сот.,38000000,Алматы,,1917.0,5,99.4,2.5,20 нояб.,11369
Часть дома · 4 комнаты · 109 м² · 1 сот.,30500000,Алматы,,1980.0,4,109.0,1,20 нояб.,5291
Часть дома · 2 комнаты · 32 м² · 1.79 сот.,15500000,Алматы,,1965.0,2,32.0,1.79,20 нояб.,14734
Отдельный дом · 4 комнаты · 82 м² · 9 сот.,68000000,Алматы,,,4,82.0,9,20 нояб.,11226
Отдельный дом · 5 комнат · 125 м² · 3 сот.,59000000,Алматы,,2018.0,5,125.0,3,20 нояб.,944
Отдельный дом · 4 комнаты · 68 м² · 6 сот.,38500000,Алматы,,2006.0,4,68.0,6,20 нояб.,7630
Отдельный дом · 10 комнат · 460 м² · 15 сот.,350000000,Алматы,,,10,460.0,15,20 нояб.,681
Отдельный дом · 6 комнат · 403 м² · 19 сот.,220000000,Алматы,,2016.0,6,403.0,19,20 нояб.,639
Отдельный дом · 6 комнат · 390.5 м² · 10 сот.,204000000,Алматы,,2005.0,6,390.5,10,20 нояб.,16399
Отдельный дом · 6 комнат · 258.6 м² · 11.34 сот.,115500000,Алматы,,2004.0,6,258.6,11.34,20 нояб.,9911
Часть дома · 4 комнаты · 80 м² · 12 сот.,75000000,Алматы,,2014.0,4,80.0,12,20 нояб.,163
Отдельный дом · 5 комнат · 215.5 м² · 10.85 сот.,115000000,Алматы,,2015.0,5,215.5,10.85,20 нояб.,765
Отдельный дом · 3 комнаты · 53 м² · 6 сот.,29000000,Алматы,,,3,53.0,6,20 нояб.,4417
Отдельный дом · 4 комнаты · 125 м² · 4 сот.,100000000,Алматы,,2018.0,4,125.0,4,20 нояб.,2030
Отдельный дом · 4 комнаты · 80 м² · 3.7 сот.,120000000,Алматы,,,4,80.0,3.7,20 нояб.,8787
Отдельный дом · 2 комнаты · 43 м² · 7 сот.,6500000,Алматы,,1960.0,2,43.0,7,20 нояб.,6595
Отдельный дом · 6 комнат · 120 м² · 2.5 сот.,70000000,Алматы,,1965.0,6,120.0,2.5,20 нояб.,3496
Часть дома · 4 комнаты · 65 м² · 3.5 сот.,25000000,Алматы,,1996.0,4,65.0,3.5,20 нояб.,2115
Отдельный дом · 5 комнат · 170 м² · 4.5 сот.,100000000,Алматы,,2015.0,5,170.0,4.5,20 нояб.,4360
Отдельный дом · 6 комнат · 187 м² · 6.28 сот.,85000000,Алматы,,2016.0,6,187.0,6.28,20 нояб.,1379
Часть дома · 2 комнаты · 45 м² · 1.5 сот.,19500000,Алматы,,,2,45.0,1.5,20 нояб.,610
Отдельный дом · 7 комнат · 258 м² · 8.4 сот.,90900000,Алматы,,2007.0,7,258.0,8.4,20 нояб.,1024
Отдельный дом · 7 комнат · 383.3 м² · 14 сот.,141000000,Алматы,,2014.0,7,383.3,14,20 нояб.,5880
Часть дома · 7 комнат · 150 м² · 4 сот.,40000000,Алматы,,,7,150.0,4,20 нояб.,2492
Отдельный дом · 5 комнат · 80.2 м² · 4.5 сот.,49000000,Алматы,,,5,80.2,4.5,20 нояб.,2671
Отдельный дом · 6 комнат · 120 м² · 2 сот.,38000000,Алматы,,1997.0,6,120.0,2,20 нояб.,6307
Отдельный дом · 5 комнат · 76 м² · 15 сот.,85000000,Алматы,,1967.0,5,76.0,15,20 нояб.,689
Отдельный дом · 3 комнаты · 104 м² · 6 сот.,55000000,Алматы,,1992.0,3,104.0,6,20 нояб.,2974
Часть дома · 2 комнаты · 40 м² · 4.8 сот.,35500000,Алматы,,,2,40.0,4.8,20 нояб.,936
Отдельный дом · 4 комнаты · 100 м² · 9.5 сот.,70000000,Алматы,,2013.0,4,100.0,9.5,20 нояб.,3283
Отдельный дом · 5 комнат · 187.5 м² · 6.2 сот.,150000000,Алматы,,2014.0,5,187.5,6.2,20 нояб.,1209
Часть дома · 4 комнаты · 150 м² · 9.45 сот.,70000000,Алматы,,2016.0,4,150.0,9.45,20 нояб.,1091
Отдельный дом · 3 комнаты · 80 м² · 7.11 сот.,38000000,Алматы,,,3,80.0,7.11,20 нояб.,729
Отдельный дом · 5 комнат · 90 м² · 5.54 сот.,75000000,Алматы,,1976.0,5,90.0,5.54,20 нояб.,248
Отдельный дом · 5 комнат · 200 м² · 3 сот.,63000000,Алматы,,,5,200.0,3,20 нояб.,995
Отдельный дом · 5 комнат · 271 м² · 10 сот.,110000000,Алматы,,2010.0,5,271.0,10,20 нояб.,2101
Отдельный дом · 4 комнаты · 200 м² · 3.1 сот.,88000000,Алматы,,,4,200.0,3.1,20 нояб.,2830
Отдельный дом · 5 комнат · 170 м² · 8.8 сот.,88000000,Алматы,,2004.0,5,170.0,8.8,20 нояб.,3165
Отдельный дом · 4 комнаты · 68 м² · 4.5 сот.,60000000,Алматы,,1970.0,4,68.0,4.5,20 нояб.,118
Отдельный дом · 8 комнат · 320 м² · 10 сот.,315000369,Алматы,,2018.0,8,320.0,10,20 нояб.,2743
Часть дома · 4 комнаты · 99 м² · 3.5 сот.,35000000,Алматы,,1960.0,4,99.0,3.5,20 нояб.,4049
Отдельный дом · 10 комнат · 453 м² · 15 сот.,135000000,Алматы,,2014.0,10,453.0,15,20 нояб.,2482
Отдельный дом · 2 комнаты · 85.5 м² · 12 сот.,37000000,Алматы,,1996.0,2,85.5,12,20 нояб.,3118
Дача · 4 комнаты · 60 м² · 6 сот.,9000000,Алматы,,,4,60.0,6,20 нояб.,845
Отдельный дом · 5 комнат · 90 м² · 7.4 сот.,70000000,Алматы,,2003.0,5,90.0,7.4,20 нояб.,992
Часть дома · 3 комнаты · 77.7 м² · 3 сот.,28000000,Алматы,,1958.0,3,77.7,3,20 нояб.,34
Часть дома · 4 комнаты · 86 м² · 3 сот.,85000000,Алматы,,1965.0,4,86.0,3,20 нояб.,198
Отдельный дом · 4 комнаты · 83 м² · 6.2 сот.,35000000,Алматы,,2002.0,4,83.0,6.2,20 нояб.,4670
Отдельный дом · 4 комнаты · 110 м² · 12 сот.,37000000,Алматы,,1989.0,4,110.0,12,20 нояб.,47403
Отдельный дом · 7 комнат · 140 м² · 10 сот.,80000000,Алматы,,1989.0,7,140.0,10,20 нояб.,6404
Часть дома · 3 комнаты · 75 м² · 3 сот.,39500000,Алматы,,,3,75.0,3,20 нояб.,10596
Отдельный дом · 6 комнат · 240 м² · 10.75 сот.,70000000,Алматы,,1994.0,6,240.0,10.75,20 нояб.,967
Отдельный дом · 6 комнат · 243.2 м² · 6 сот.,65000000,Алматы,,2007.0,6,243.2,6,20 нояб.,77
Отдельный дом · 5 комнат · 280 м² · 10 сот.,78500000,Алматы,,2017.0,5,280.0,10,20 нояб.,1446
Отдельный дом · 6 комнат · 121 м² · 5 сот.,55000000,Алматы,,1978.0,6,121.0,5,20 нояб.,1909
Отдельный дом · 6 комнат · 180 м² · 7 сот.,75000000,Алматы,,2006.0,6,180.0,7,20 нояб.,646
Отдельный дом · 19 комнат · 1200 м² · 40 сот.,350000000,Алматы,,2022.0,19,1200.0,40,20 нояб.,6862
Отдельный дом · 4 комнаты · 68.9 м² · 7.8 сот.,35000000,Алматы,,1987.0,4,68.9,7.8,20 нояб.,2255
Отдельный дом · 15 комнат · 1500 м² · 25 сот.,4600000000,Алматы,,,15,1500.0,25,20 нояб.,275
Отдельный дом · 2 комнаты · 46.8 м² · 5 сот.,35000000,Алматы,,,2,46.8,5,20 нояб.,3301
Отдельный дом · 5 комнат · 251.8 м² · 10 сот.,95000000,Алматы,,2012.0,5,251.8,10,20 нояб.,1081
Часть дома · 3 комнаты · 46.7 м² · 3 сот.,29000000,Алматы,,1998.0,3,46.7,3,20 нояб.,4633
Отдельный дом · 7 комнат · 500 м² · 7 сот.,282000000,Алматы,,2022.0,7,500.0,7,20 нояб.,3333
Отдельный дом · 3 комнаты · 60 м² · 14 сот.,18000000,Алматы,,1992.0,3,60.0,14,20 нояб.,6619
Отдельный дом · 9 комнат · 550 м² · 8 сот.,87000000,Алматы,,2018.0,9,550.0,8,20 нояб.,3344
Отдельный дом · 3 комнаты · 62 м² · 11.5 сот.,150000000,Алматы,,2012.0,3,62.0,11.5,20 нояб.,113
Отдельный дом · 10 комнат · 220 м² · 8 сот.,200000000,Алматы,,,10,220.0,8,20 нояб.,2541
Отдельный дом · 5 комнат · 107.9 м² · 9 сот.,55000000,Алматы,,2014.0,5,107.9,9,20 нояб.,2659
Отдельный дом · 7 комнат · 276 м² · 6 сот.,70000000,Алматы,,2004.0,7,276.0,6,20 нояб.,1186
Отдельный дом · 6 комнат · 196 м² · 6.5 сот.,180000000,Алматы,,2015.0,6,196.0,6.5,20 нояб.,2418
Отдельный дом · 6 комнат · 202 м² · 8 сот.,120000000,Алматы,,1995.0,6,202.0,8,20 нояб.,1237
Часть дома · 7 комнат · 300 м² · 10 сот.,65000000,Алматы,,,7,300.0,10,20 нояб.,419
Отдельный дом · 4 комнаты · 140 м² · 3.5 сот.,48000000,Алматы,,2015.0,4,140.0,3.5,20 нояб.,4871
Часть дома · 1 комната · 43 м² · 1.5 сот.,22000000,Алматы,,1967.0,1,43.0,1.5,20 нояб.,672
Часть дома · 4 комнаты · 85 м² · 2.83 сот.,63000000,Алматы,,1960.0,4,85.0,2.83,20 нояб.,546
Отдельный дом · 7 комнат · 100 м² · 4.27 сот.,80000000,Алматы,,1978.0,7,100.0,4.27,20 нояб.,956
Дача · 12 комнат · 210 м² · 8 сот.,45000000,Алматы,,2021.0,12,210.0,8,20 нояб.,1793
Отдельный дом · 8 комнат · 380 м² · 8 сот.,70000000,Алматы,,2020.0,8,380.0,8,20 нояб.,261
Отдельный дом · 5 комнат · 192 м² · 7 сот.,35000000,Алматы,,,5,192.0,7,20 нояб.,322
Отдельный дом · 5 комнат · 132 м² · 6 сот.,47000000,Алматы,,2010.0,5,132.0,6,20 нояб.,5293
Отдельный дом · 5 комнат · 90 м² · 6 сот.,55000000,Алматы,,2010.0,5,90.0,6,20 нояб.,2494
Отдельный дом · 9 комнат · 668.3 м² · 7 сот.,233900000,Алматы,,2014.0,9,668.3,7,20 нояб.,15288
Часть дома · 4 комнаты · 94.6 м² · 8 сот.,49999990,Алматы,,,4,94.6,8,20 нояб.,534
Отдельный дом · 5 комнат · 180 м² · 4.8 сот.,64250000,Алматы,,2015.0,5,180.0,4.8,20 нояб.,501
Отдельный дом · 7 комнат · 380 м² · 5 сот.,120000000,Алматы,,2019.0,7,380.0,5,20 нояб.,5544
Часть дома · 4 комнаты · 84.9 м² · 2.6 сот.,45000000,Алматы,,2007.0,4,84.9,2.6,20 нояб.,2059
Отдельный дом · 7 комнат · 170 м² · 4 сот.,130000000,Алматы,,,7,170.0,4,20 нояб.,65
Отдельный дом · 5 комнат · 210 м² · 6.5 сот.,42500000,Алматы,,2022.0,5,210.0,6.5,20 нояб.,10506
Отдельный дом · 4 комнаты · 210 м² · 10 сот.,65000000,Алматы,,,4,210.0,10,20 нояб.,378
Отдельный дом · 9 комнат · 380 м² · 8 сот.,350000000,Алматы,,2021.0,9,380.0,8,20 нояб.,662
Часть дома · 7 комнат · 120 м² · 12 сот.,50000000,Алматы,,2000.0,7,120.0,12,20 нояб.,649
Отдельный дом · 5 комнат · 144 м² · 4 сот.,55000000,Алматы,,2011.0,5,144.0,4,20 нояб.,1143
Часть дома · 5 комнат · 60 м² · 6.5 сот.,75000000,Алматы,,1958.0,5,60.0,6.5,20 нояб.,24
Часть дома · 5 комнат · 86.3 м² · 4.69 сот.,35000000,Алматы,,,5,86.3,4.69,20 нояб.,5529
Дача · 3 комнаты · 90 м² · 23 сот.,17900000,Алматы,,,3,90.0,23,20 нояб.,3449
Часть дома · 4 комнаты · 77.7 м² · 4.51 сот.,78900000,Алматы,,1986.0,4,77.7,4.51,20 нояб.,1401
Отдельный дом · 3 комнаты · 32 м² · 7 сот.,92000000,Алматы,,1975.0,3,32.0,7,20 нояб.,690
Отдельный дом · 8 комнат · 305 м² · 11.74 сот.,250000000,Алматы,,2009.0,8,305.0,11.74,20 нояб.,71
Отдельный дом · 5 комнат · 90 м² · 12.4 сот.,149000000,Алматы,,1965.0,5,90.0,12.4,20 нояб.,109
Отдельный дом · 7 комнат · 550 м² · 16 сот.,150000000,Алматы,,,7,550.0,16,20 нояб.,27
Часть дома · 3 комнаты · 42 м² · 2 сот.,22000000,Алматы,,1960.0,3,42.0,2,20 нояб.,8230
Отдельный дом · 4 комнаты · 320 м² · 5 сот.,85000000,Алматы,,,4,320.0,5,20 нояб.,3102
Отдельный дом · 7 комнат · 97.5 м² · 6 сот.,50000000,Алматы,,1994.0,7,97.5,6,20 нояб.,2189
Отдельный дом · 6 комнат · 487 м² · 5.6 сот.,136000000,Алматы,,,6,487.0,5.6,20 нояб.,236
Отдельный дом · 8 комнат · 260 м² · 16.16 сот.,200000000,Алматы,,,8,260.0,16.16,20 нояб.,218
Отдельный дом · 5 комнат · 107 м² · 8 сот.,55000000,Алматы,,2001.0,5,107.0,8,20 нояб.,6685
Отдельный дом · 7 комнат · 229 м² · 4.5 сот.,160000000,Алматы,,2005.0,7,229.0,4.5,20 нояб.,1557
Отдельный дом · 2 комнаты · 55 м² · 8 сот.,18000000,Алматы,,2015.0,2,55.0,8,20 нояб.,18477
Отдельный дом · 6 комнат · 86 м² · 10.3 сот.,100000000,Алматы,,1961.0,6,86.0,10.3,20 нояб.,2286
Отдельный дом · 4 комнаты · 115 м² · 12 сот.,40000000,Алматы,,2005.0,4,115.0,12,20 нояб.,433
Часть дома · 3 комнаты · 57 м² · 1 сот.,18000000,Алматы,,2014.0,3,57.0,1,20 нояб.,1025
Отдельный дом · 7 комнат · 186 м² · 8 сот.,78000000,Алматы,,2008.0,7,186.0,8,20 нояб.,2544
Дача · 1 комната · 20 м² · 7.6 сот.,5000000,Алматы,,,1,20.0,7.6,20 нояб.,6571
Отдельный дом · 5 комнат · 172 м² · 14 сот.,150000000,Алматы,,1980.0,5,172.0,14,20 нояб.,648
Отдельный дом · 7 комнат · 325 м² · 7.7 сот.,155000000,Алматы,,1996.0,7,325.0,7.7,20 нояб.,1572
Дача · 4 комнаты · 64 м² · 4.5 сот.,45000000,Алматы,,,4,64.0,4.5,20 нояб.,187
Отдельный дом · 4 комнаты · 135 м² · 5.6 сот.,130000000,Алматы,,2014.0,4,135.0,5.6,20 нояб.,133
Дача · 2 комнаты · 30 м² · 11 сот.,5000000,Алматы,,,2,30.0,11,20 нояб.,34598
Отдельный дом · 6 комнат · 307.9 м² · 6 сот.,115000000,Алматы,,2015.0,6,307.9,6,20 нояб.,5633
Часть дома · 6 комнат · 97.6 м² · 3 сот.,44500000,Алматы,,2011.0,6,97.6,3,20 нояб.,1244
Отдельный дом · 3 комнаты · 210 м² · 6 сот.,108000000,Алматы,,2023.0,3,210.0,6,20 нояб.,51
Отдельный дом · 8 комнат · 280 м² · 6 сот.,55000000,Алматы,,2017.0,8,280.0,6,20 нояб.,143
Отдельный дом · 6 комнат · 130 м² · 10 сот.,120000000,Алматы,,1985.0,6,130.0,10,20 нояб.,303
Отдельный дом · 4 комнаты · 203.4 м² · 29 сот.,1120000000,Алматы,,2010.0,4,203.4,29,20 нояб.,3532
Отдельный дом · 7 комнат · 331 м² · 8.8 сот.,480000000,Алматы,,2000.0,7,331.0,8.8,20 нояб.,10257
Отдельный дом · 7 комнат · 130 м² · 5.2 сот.,54000000,Алматы,,,7,130.0,5.2,20 нояб.,489
Отдельный дом · 4 комнаты · 300 м² · 5 сот.,125000000,Алматы,,2015.0,4,300.0,5,20 нояб.,3414
Отдельный дом · 3 комнаты · 120 м² · 4.61 сот.,50000000,Алматы,,2013.0,3,120.0,4.61,20 нояб.,2178
Отдельный дом · 7 комнат · 300 м² · 3.5 сот.,170000000,Алматы,,2024.0,7,300.0,3.5,20 нояб.,2022
Отдельный дом · 9 комнат · 337 м² · 9 сот.,71500000,Алматы,,2021.0,9,337.0,9,20 нояб.,2092
Отдельный дом · 4 комнаты · 110 м² · 9 сот.,52000000,Алматы,,,4,110.0,9,20 нояб.,2881
Отдельный дом · 3 комнаты · 90 м² · 10 сот.,31500000,Алматы,,2001.0,3,90.0,10,20 нояб.,3101
Отдельный дом · 3 комнаты · 203 м² · 29 сот.,1220000000,Алматы,,,3,203.0,29,20 нояб.,37
Часть дома · 3 комнаты · 90 м² · 0.05 сот.,46000000,Алматы,,,3,90.0,0.05,20 нояб.,1140
Отдельный дом · 10 комнат · 260 м² · 3 сот.,55000000,Алматы,,2012.0,10,260.0,3,20 нояб.,3375
Отдельный дом · 4 комнаты · 122.3 м² · 2 сот.,60000000,Алматы,,2001.0,4,122.3,2,20 нояб.,15769
Отдельный дом · 9 комнат · 465 м² · 7.4 сот.,82000000,Алматы,,2014.0,9,465.0,7.4,20 нояб.,1644
Отдельный дом · 10 комнат · 286 м² · 7 сот.,120000000,Алматы,,2014.0,10,286.0,7,20 нояб.,1482
Отдельный дом · 5 комнат · 100 м² · 6.18 сот.,42000000,Алматы,,,5,100.0,6.18,20 нояб.,171
Отдельный дом · 5 комнат · 230 м² · 6.6 сот.,99000000,Алматы,,2020.0,5,230.0,6.6,20 нояб.,47
Отдельный дом · 8 комнат · 250 м² · 24 сот.,120000000,Алматы,,1993.0,8,250.0,24,20 нояб.,405
Отдельный дом · 10 комнат · 450 м² · 12 сот.,165000000,Алматы,,2015.0,10,450.0,12,20 нояб.,10270
Отдельный дом · 3 комнаты · 79.6 м² · 7 сот.,58000000,Алматы,,2005.0,3,79.6,7,20 нояб.,24
Отдельный дом · 10 комнат · 415 м² · 15 сот.,185000000,Алматы,,2008.0,10,415.0,15,20 нояб.,2860
Отдельный дом · 4 комнаты · 194 м² · 7.3 сот.,40000000,Алматы,,,4,194.0,7.3,20 нояб.,2713
Отдельный дом · 11 комнат · 1700 м² · 75 сот.,4290000000,Алматы,,,11,1700.0,75,20 нояб.,5736
Отдельный дом · 6 комнат · 140 м² · 4.4 сот.,42000000,Алматы,,,6,140.0,4.4,20 нояб.,2582
Отдельный дом · 3 комнаты · 65 м² · 10 сот.,100000000,Алматы,,,3,65.0,10,20 нояб.,5480
Отдельный дом · 5 комнат · 104 м² · 9.5 сот.,65000000,Алматы,,2006.0,5,104.0,9.5,20 нояб.,2620
Отдельный дом · 6 комнат · 235 м² · 5 сот.,115000000,Алматы,,2022.0,6,235.0,5,20 нояб.,2772
Часть дома · 4 комнаты · 60 м² · 2 сот.,40000000,Алматы,,1954.0,4,60.0,2,20 нояб.,2269
Отдельный дом · 3 комнаты · 133 м² · 8.2 сот.,39000000,Алматы,,,3,133.0,8.2,20 нояб.,172
Отдельный дом · 5 комнат · 280 м² · 7 сот.,220000000,Алматы,,2022.0,5,280.0,7,20 нояб.,30
Часть дома · 2 комнаты · 120 м² · 6 сот.,22000000,Алматы,,2023.0,2,120.0,6,20 нояб.,900
Отдельный дом · 6 комнат · 140 м² · 10 сот.,72500000,Алматы,,2007.0,6,140.0,10,20 нояб.,3595
Отдельный дом · 5 комнат · 106 м² · 6 сот.,55000000,Алматы,,1968.0,5,106.0,6,20 нояб.,811
Отдельный дом · 4 комнаты · 222.2 м² · 8 сот.,137000000,Алматы,,2014.0,4,222.2,8,20 нояб.,1251
Отдельный дом · 4 комнаты · 60 м² · 1 сот.,30000000,Алматы,,1960.0,4,60.0,1,20 нояб.,1886
Отдельный дом · 5 комнат · 450 м² · 16 сот.,400000000,Алматы,,2007.0,5,450.0,16,20 нояб.,3068
Отдельный дом · 12 комнат · 223.5 м² · 8.4 сот.,67000000,Алматы,,1998.0,12,223.5,8.4,20 нояб.,8291
Отдельный дом · 8 комнат · 750 м² · 20 сот.,520000000,Алматы,,1999.0,8,750.0,20,20 нояб.,6547
